animal_id,species,breed,sex,age_months,holding_id,area_id,vaccinated_fmd
KE-003191,cattle,Sahiwal,F,78,H00317,A08,0
KE-003192,cattle,Friesian cross,M,42,H00317,A08,1
KE-003193,cattle,Sahiwal,F,87,H00317,A08,0
KE-003194,cattle,Ayrshire cross,M,26,H00317,A08,0
KE-003195,cattle,Zebu,F,61,H00317,A08,1
KE-003196,cattle,Sahiwal,M,39,H00317,A08,0
KE-003197,cattle,Ayrshire cross,M,86,H00317,A08,0
KE-003198,cattle,Zebu,F,82,H00317,A08,0
KE-003199,cattle,Friesian cross,M,28,H00318,A08,0
KE-003200,cattle,Ayrshire cross,M,59,H00318,A08,0
KE-003201,cattle,Boran,M,61,H00318,A08,0
KE-003202,cattle,Zebu,F,33,H00318,A08,0
KE-003203,cattle,Boran,F,95,H00318,A08,0
KE-003204,cattle,Zebu,M,80,H00318,A08,1
KE-003205,cattle,Ayrshire cross,F,59,H00318,A08,1
KE-003206,cattle,Friesian cross,F,16,H00318,A08,1
KE-003207,cattle,Ayrshire cross,F,72,H00318,A08,1
KE-003208,cattle,Friesian cross,F,104,H00318,A08,0
KE-003209,cattle,Boran,F,78,H00318,A08,0
KE-003210,cattle,Zebu,F,103,H00318,A08,0
KE-003211,cattle,Sahiwal,F,57,H00318,A08,0
KE-003212,cattle,Zebu,F,64,H00318,A08,1
KE-003213,cattle,Ayrshire cross,F,20,H00318,A08,0
KE-003214,cattle,Friesian cross,F,107,H00318,A08,1
KE-003215,cattle,Friesian cross,F,31,H00318,A08,0
KE-003216,cattle,Friesian cross,M,66,H00318,A08,0
KE-003217,cattle,Boran,M,101,H00318,A08,0
KE-003218,cattle,Friesian cross,F,72,H00318,A08,0
KE-003219,cattle,Ayrshire cross,F,25,H00318,A08,1
KE-003220,cattle,Zebu,M,75,H00318,A08,1
KE-003221,cattle,Friesian cross,F,64,H00318,A08,0
KE-003222,cattle,Boran,F,10,H00319,A08,0
KE-003223,cattle,Sahiwal,M,73,H00319,A08,0
KE-003224,cattle,Sahiwal,F,114,H00319,A08,0
KE-003225,cattle,Friesian cross,F,117,H00319,A08,0
KE-003226,cattle,Boran,F,7,H00319,A08,1
KE-003227,cattle,Zebu,M,74,H00319,A08,1
KE-003228,cattle,Friesian cross,F,24,H00319,A08,1
KE-003229,cattle,Ayrshire cross,M,49,H00319,A08,1
KE-003230,cattle,Friesian cross,F,54,H00319,A08,1
KE-003231,cattle,Ayrshire cross,M,37,H00319,A08,0
KE-003232,cattle,Ayrshire cross,F,98,H00319,A08,0
KE-003233,cattle,Zebu,M,107,H00319,A08,0
KE-003234,cattle,Boran,M,36,H00319,A08,0
KE-003235,cattle,Sahiwal,M,96,H00319,A08,0
KE-003236,cattle,Sahiwal,M,56,H00319,A08,0
KE-003237,cattle,Ayrshire cross,M,89,H00319,A08,1
KE-003238,cattle,Ayrshire cross,F,45,H00319,A08,0
KE-003239,cattle,Sahiwal,M,87,H00319,A08,0
KE-003240,cattle,Zebu,F,73,H00320,A08,0
KE-003241,cattle,Ayrshire cross,F,107,H00320,A08,0
KE-003242,cattle,Ayrshire cross,F,119,H00320,A08,0
KE-003243,cattle,Zebu,F,67,H00320,A08,1
KE-003244,cattle,Sahiwal,F,34,H00320,A08,0
KE-003245,cattle,Zebu,F,22,H00320,A08,0
KE-003246,cattle,Sahiwal,M,55,H00320,A08,0
KE-003247,cattle,Zebu,M,15,H00320,A08,0
KE-003248,cattle,Friesian cross,M,81,H00320,A08,1
KE-003249,cattle,Boran,F,93,H00320,A08,0
KE-003250,cattle,Zebu,M,26,H00320,A08,1
KE-003251,cattle,Sahiwal,F,34,H00320,A08,0
KE-003252,cattle,Ayrshire cross,F,39,H00320,A08,1
KE-003253,cattle,Ayrshire cross,F,94,H00320,A08,0
KE-003254,cattle,Boran,F,42,H00320,A08,1
KE-003255,cattle,Boran,F,14,H00320,A08,1
KE-003256,cattle,Friesian cross,F,107,H00320,A08,1
KE-003257,cattle,Sahiwal,F,57,H00320,A08,1
KE-003258,cattle,Sahiwal,F,40,H00320,A08,1
KE-003259,cattle,Friesian cross,M,112,H00320,A08,0
KE-003260,cattle,Friesian cross,M,35,H00320,A08,0
KE-003261,cattle,Boran,M,22,H00320,A08,1
KE-003262,cattle,Ayrshire cross,M,52,H00320,A08,0
KE-003263,cattle,Ayrshire cross,F,65,H00320,A08,1
KE-003264,cattle,Zebu,F,118,H00320,A08,1
KE-003265,cattle,Sahiwal,M,32,H00320,A08,0
KE-003266,cattle,Boran,M,58,H00320,A08,1
KE-003267,cattle,Friesian cross,F,107,H00320,A08,0
KE-003268,cattle,Sahiwal,M,12,H00320,A08,0
KE-003269,cattle,Sahiwal,F,72,H00320,A08,1
KE-003270,cattle,Zebu,F,57,H00320,A08,1
KE-003271,cattle,Friesian cross,F,80,H00320,A08,0
KE-003272,cattle,Zebu,F,60,H00320,A08,0
KE-003273,cattle,Sahiwal,F,28,H00321,A08,0
KE-003274,cattle,Boran,F,23,H00321,A08,0
KE-003275,cattle,Sahiwal,F,63,H00321,A08,0
KE-003276,cattle,Ayrshire cross,F,71,H00321,A08,0
KE-003277,cattle,Sahiwal,F,111,H00321,A08,1
KE-003278,cattle,Boran,F,86,H00321,A08,0
KE-003279,cattle,Friesian cross,M,67,H00321,A08,0
KE-003280,cattle,Sahiwal,F,21,H00321,A08,0
KE-003281,cattle,Ayrshire cross,F,111,H00321,A08,0
KE-003282,cattle,Friesian cross,F,109,H00321,A08,0
KE-003283,cattle,Boran,M,19,H00321,A08,0
KE-003284,cattle,Zebu,F,96,H00321,A08,0
KE-003285,cattle,Sahiwal,M,25,H00321,A08,1
KE-003286,cattle,Ayrshire cross,M,79,H00321,A08,1
KE-003287,cattle,Sahiwal,F,47,H00321,A08,0
KE-003288,cattle,Ayrshire cross,F,119,H00321,A08,0
KE-003289,cattle,Boran,F,20,H00321,A08,0
KE-003290,cattle,Zebu,F,105,H00321,A08,0
KE-003291,cattle,Ayrshire cross,M,107,H00322,A08,0
KE-003292,cattle,Friesian cross,F,23,H00322,A08,0
KE-003293,cattle,Boran,F,63,H00322,A08,1
KE-003294,cattle,Zebu,F,50,H00322,A08,0
KE-003295,cattle,Friesian cross,F,50,H00322,A08,0
KE-003296,cattle,Sahiwal,F,75,H00323,A08,0
KE-003297,cattle,Ayrshire cross,F,53,H00323,A08,0
KE-003298,cattle,Ayrshire cross,M,79,H00323,A08,1
KE-003299,cattle,Zebu,F,40,H00323,A08,0
KE-003300,cattle,Boran,M,54,H00323,A08,1
KE-003301,cattle,Ayrshire cross,F,77,H00323,A08,0
KE-003302,cattle,Zebu,F,87,H00323,A08,1
KE-003303,cattle,Friesian cross,M,50,H00323,A08,1
KE-003304,cattle,Friesian cross,M,114,H00323,A08,0
KE-003305,cattle,Ayrshire cross,M,40,H00323,A08,1
KE-003306,cattle,Friesian cross,F,105,H00323,A08,1
KE-003307,cattle,Sahiwal,M,43,H00324,A08,0
KE-003308,cattle,Boran,F,65,H00324,A08,0
KE-003309,cattle,Boran,M,100,H00324,A08,0
KE-003310,cattle,Sahiwal,M,79,H00324,A08,1
KE-003311,cattle,Ayrshire cross,F,50,H00324,A08,0
KE-003312,cattle,Friesian cross,F,94,H00324,A08,0
KE-003313,cattle,Sahiwal,M,10,H00325,A08,0
KE-003314,cattle,Sahiwal,M,65,H00325,A08,1
KE-003315,cattle,Zebu,M,102,H00325,A08,1
KE-003316,cattle,Boran,F,117,H00325,A08,0
KE-003317,cattle,Ayrshire cross,M,25,H00325,A08,1
KE-003318,cattle,Sahiwal,F,15,H00325,A08,0
KE-003319,cattle,Friesian cross,F,37,H00325,A08,0
KE-003320,cattle,Friesian cross,F,102,H00325,A08,0
KE-003321,cattle,Boran,F,114,H00325,A08,0
KE-003322,cattle,Boran,F,107,H00326,A08,0
KE-003323,cattle,Zebu,M,40,H00326,A08,0
KE-003324,cattle,Boran,F,77,H00326,A08,0
KE-003325,cattle,Boran,F,7,H00326,A08,1
KE-003326,cattle,Zebu,M,19,H00326,A08,1
KE-003327,cattle,Sahiwal,F,15,H00326,A08,1
KE-003328,cattle,Zebu,F,22,H00326,A08,1
KE-003329,cattle,Sahiwal,M,67,H00326,A08,0
KE-003330,cattle,Zebu,F,91,H00326,A08,0
KE-003331,cattle,Zebu,F,65,H00326,A08,0
KE-003332,cattle,Boran,F,43,H00326,A08,1
KE-003333,cattle,Friesian cross,F,96,H00326,A08,0
KE-003334,cattle,Ayrshire cross,F,104,H00326,A08,1
KE-003335,cattle,Friesian cross,F,54,H00326,A08,0
KE-003336,cattle,Ayrshire cross,M,84,H00326,A08,0
KE-003337,cattle,Boran,M,86,H00326,A08,1
KE-003338,cattle,Sahiwal,F,31,H00326,A08,0
KE-003339,cattle,Zebu,F,105,H00326,A08,0
KE-003340,cattle,Friesian cross,F,111,H00326,A08,1
KE-003341,cattle,Zebu,M,110,H00326,A08,0
KE-003342,cattle,Friesian cross,M,34,H00326,A08,0
KE-003343,cattle,Sahiwal,F,82,H00326,A08,0
KE-003344,cattle,Ayrshire cross,M,99,H00326,A08,0
KE-003345,cattle,Zebu,M,65,H00326,A08,0
KE-003346,cattle,Friesian cross,F,53,H00326,A08,1
KE-003347,cattle,Ayrshire cross,F,92,H00326,A08,1
KE-003348,cattle,Sahiwal,M,109,H00326,A08,1
KE-003349,cattle,Friesian cross,M,41,H00326,A08,0
KE-003350,cattle,Friesian cross,F,59,H00327,A08,1
KE-003351,cattle,Zebu,F,88,H00327,A08,0
KE-003352,cattle,Friesian cross,F,25,H00327,A08,1
KE-003353,cattle,Friesian cross,F,105,H00327,A08,1
KE-003354,cattle,Boran,M,21,H00327,A08,0
KE-003355,cattle,Zebu,M,113,H00327,A08,0
KE-003356,cattle,Ayrshire cross,F,80,H00327,A08,0
KE-003357,cattle,Friesian cross,F,115,H00327,A08,0
KE-003358,cattle,Boran,F,29,H00327,A08,0
KE-003359,cattle,Boran,F,113,H00327,A08,0
KE-003360,cattle,Boran,F,87,H00327,A08,0
KE-003361,cattle,Boran,M,80,H00327,A08,0
KE-003362,cattle,Ayrshire cross,F,10,H00327,A08,1
KE-003363,cattle,Sahiwal,F,23,H00327,A08,0
KE-003364,cattle,Friesian cross,M,57,H00327,A08,0
KE-003365,cattle,Ayrshire cross,M,42,H00327,A08,0
KE-003366,cattle,Friesian cross,M,46,H00327,A08,0
KE-003367,cattle,Zebu,F,27,H00328,A08,0
KE-003368,cattle,Ayrshire cross,M,47,H00328,A08,0
KE-003369,cattle,Boran,M,59,H00328,A08,0
KE-003370,cattle,Zebu,F,53,H00328,A08,0
KE-003371,cattle,Ayrshire cross,F,51,H00328,A08,0
KE-003372,cattle,Ayrshire cross,F,22,H00328,A08,0
KE-003373,cattle,Friesian cross,F,36,H00328,A08,0
KE-003374,cattle,Boran,F,40,H00328,A08,0
KE-003375,cattle,Boran,F,16,H00329,A08,0
KE-003376,cattle,Boran,F,76,H00329,A08,0
KE-003377,cattle,Sahiwal,M,17,H00329,A08,0
KE-003378,cattle,Sahiwal,F,53,H00329,A08,1
KE-003379,cattle,Friesian cross,F,111,H00329,A08,0
KE-003380,cattle,Ayrshire cross,F,63,H00329,A08,0
KE-003381,cattle,Zebu,F,30,H00330,A08,0
KE-003382,cattle,Boran,M,33,H00330,A08,0
KE-003383,cattle,Zebu,F,11,H00330,A08,1
KE-003384,cattle,Friesian cross,M,76,H00330,A08,0
KE-003385,cattle,Zebu,F,111,H00330,A08,0
KE-003386,cattle,Sahiwal,M,32,H00330,A08,1
KE-003387,cattle,Friesian cross,F,23,H00330,A08,1
KE-003388,cattle,Zebu,F,27,H00330,A08,0
KE-003389,cattle,Zebu,F,94,H00330,A08,0
KE-003390,cattle,Boran,M,54,H00330,A08,1
KE-003391,cattle,Zebu,F,70,H00330,A08,1
KE-003392,cattle,Zebu,M,72,H00330,A08,0
KE-003393,cattle,Sahiwal,F,46,H00331,A08,0
KE-003394,cattle,Boran,F,12,H00331,A08,0
KE-003395,cattle,Boran,F,31,H00331,A08,1
KE-003396,cattle,Friesian cross,M,73,H00331,A08,0
KE-003397,cattle,Zebu,F,80,H00331,A08,0
KE-003398,cattle,Ayrshire cross,F,88,H00331,A08,1
KE-003399,cattle,Ayrshire cross,F,79,H00332,A08,0
KE-003400,cattle,Boran,M,95,H00332,A08,0
KE-003401,cattle,Boran,M,77,H00332,A08,0
KE-003402,cattle,Ayrshire cross,F,6,H00332,A08,1
KE-003403,cattle,Ayrshire cross,F,39,H00332,A08,0
KE-003404,cattle,Boran,F,7,H00332,A08,1
KE-003405,cattle,Ayrshire cross,M,80,H00332,A08,0
KE-003406,cattle,Sahiwal,F,57,H00332,A08,0
KE-003407,cattle,Boran,M,18,H00333,A08,0
KE-003408,cattle,Boran,F,63,H00333,A08,1
KE-003409,cattle,Ayrshire cross,F,68,H00333,A08,0
KE-003410,cattle,Zebu,F,79,H00333,A08,1
KE-003411,cattle,Boran,F,60,H00333,A08,0
KE-003412,cattle,Sahiwal,M,75,H00333,A08,0
KE-003413,cattle,Sahiwal,M,37,H00333,A08,0
KE-003414,cattle,Sahiwal,F,86,H00333,A08,0
KE-003415,cattle,Boran,F,31,H00333,A08,0
KE-003416,cattle,Friesian cross,M,21,H00333,A08,0
KE-003417,cattle,Ayrshire cross,F,20,H00333,A08,0
KE-003418,cattle,Friesian cross,F,94,H00333,A08,1
KE-003419,cattle,Zebu,F,34,H00333,A08,0
KE-003420,cattle,Sahiwal,F,30,H00333,A08,1
KE-003421,cattle,Sahiwal,M,74,H00334,A08,0
KE-003422,cattle,Zebu,M,70,H00334,A08,0
KE-003423,cattle,Sahiwal,F,104,H00334,A08,1
KE-003424,cattle,Friesian cross,F,98,H00334,A08,0
KE-003425,cattle,Ayrshire cross,F,26,H00334,A08,0
KE-003426,cattle,Ayrshire cross,F,30,H00334,A08,1
KE-003427,cattle,Friesian cross,M,61,H00334,A08,0
KE-003428,cattle,Boran,F,110,H00334,A08,0
KE-003429,cattle,Ayrshire cross,F,32,H00334,A08,0
KE-003430,cattle,Sahiwal,F,15,H00334,A08,0
KE-003431,cattle,Boran,F,71,H00334,A08,0
KE-003432,cattle,Ayrshire cross,M,63,H00334,A08,0
KE-003433,cattle,Ayrshire cross,F,6,H00334,A08,1
KE-003434,cattle,Boran,F,86,H00334,A08,0
KE-003435,cattle,Ayrshire cross,F,64,H00334,A08,1
KE-003436,cattle,Zebu,F,29,H00334,A08,0
KE-003437,cattle,Sahiwal,F,113,H00334,A08,0
KE-003438,cattle,Boran,M,23,H00334,A08,1
KE-003439,cattle,Friesian cross,F,80,H00334,A08,1
KE-003440,cattle,Sahiwal,F,69,H00334,A08,0
KE-003441,cattle,Friesian cross,M,41,H00334,A08,1
KE-003442,cattle,Boran,M,67,H00334,A08,0
KE-003443,cattle,Boran,F,42,H00334,A08,1
KE-003444,cattle,Sahiwal,F,68,H00335,A08,0
KE-003445,cattle,Sahiwal,F,102,H00335,A08,1
KE-003446,cattle,Friesian cross,F,50,H00335,A08,0
KE-003447,cattle,Ayrshire cross,F,77,H00335,A08,0
KE-003448,cattle,Ayrshire cross,F,52,H00335,A08,1
KE-003449,cattle,Friesian cross,F,75,H00335,A08,1
KE-003450,cattle,Sahiwal,M,44,H00335,A08,0
KE-003451,cattle,Friesian cross,F,45,H00335,A08,0
KE-003452,cattle,Friesian cross,M,46,H00335,A08,0
KE-003453,cattle,Boran,M,83,H00335,A08,0
KE-003454,cattle,Boran,F,34,H00335,A08,0
KE-003455,cattle,Friesian cross,M,54,H00335,A08,1
KE-003456,cattle,Boran,F,59,H00335,A08,1
KE-003457,cattle,Boran,M,74,H00335,A08,0
KE-003458,cattle,Boran,F,43,H00335,A08,0
KE-003459,cattle,Sahiwal,M,63,H00335,A08,0
KE-003460,cattle,Ayrshire cross,M,105,H00336,A08,0
KE-003461,cattle,Ayrshire cross,M,78,H00336,A08,0
KE-003462,cattle,Ayrshire cross,F,54,H00336,A08,0
KE-003463,cattle,Zebu,M,90,H00337,A08,0
KE-003464,cattle,Friesian cross,F,23,H00337,A08,0
KE-003465,cattle,Sahiwal,M,77,H00337,A08,1
KE-003466,cattle,Zebu,M,102,H00337,A08,1
KE-003467,cattle,Ayrshire cross,M,20,H00337,A08,1
KE-003468,cattle,Ayrshire cross,F,96,H00337,A08,0
KE-003469,cattle,Zebu,M,37,H00337,A08,0
KE-003470,cattle,Friesian cross,M,94,H00337,A08,0
KE-003471,cattle,Zebu,F,113,H00337,A08,0
KE-003472,cattle,Friesian cross,F,37,H00337,A08,0
KE-003473,cattle,Friesian cross,M,44,H00337,A08,0
KE-003474,cattle,Ayrshire cross,F,56,H00337,A08,0
KE-003475,cattle,Friesian cross,M,7,H00337,A08,0
KE-003476,cattle,Boran,F,61,H00337,A08,0
KE-003477,cattle,Sahiwal,F,42,H00338,A08,0
KE-003478,cattle,Friesian cross,F,108,H00338,A08,1
KE-003479,cattle,Boran,F,27,H00338,A08,1
KE-003480,cattle,Friesian cross,F,92,H00338,A08,0
KE-003481,cattle,Boran,F,36,H00338,A08,1
KE-003482,cattle,Boran,M,89,H00338,A08,1
KE-003483,cattle,Zebu,F,114,H00338,A08,0
KE-003484,cattle,Boran,F,85,H00338,A08,0
KE-003485,cattle,Zebu,M,13,H00338,A08,0
KE-003486,cattle,Zebu,F,107,H00338,A08,0
KE-003487,cattle,Zebu,F,22,H00338,A08,1
KE-003488,cattle,Boran,F,26,H00338,A08,0
KE-003489,cattle,Ayrshire cross,F,32,H00339,A08,0
KE-003490,cattle,Ayrshire cross,F,42,H00339,A08,1
KE-003491,cattle,Boran,F,19,H00339,A08,0
KE-003492,cattle,Boran,F,39,H00339,A08,0
KE-003493,cattle,Zebu,F,40,H00339,A08,0
KE-003494,cattle,Boran,F,39,H00339,A08,0
KE-003495,cattle,Zebu,M,84,H00339,A08,0
KE-003496,cattle,Ayrshire cross,F,67,H00339,A08,0
KE-003497,cattle,Zebu,M,85,H00339,A08,0
KE-003498,cattle,Zebu,F,100,H00339,A08,1
KE-003499,cattle,Ayrshire cross,F,45,H00339,A08,0
KE-003500,cattle,Sahiwal,M,32,H00339,A08,0
KE-003501,cattle,Friesian cross,F,23,H00339,A08,0
KE-003502,cattle,Ayrshire cross,F,89,H00339,A08,1
KE-003503,cattle,Ayrshire cross,F,39,H00339,A08,1
KE-003504,cattle,Ayrshire cross,F,116,H00340,A08,1
KE-003505,cattle,Sahiwal,M,105,H00340,A08,0
KE-003506,cattle,Ayrshire cross,M,79,H00340,A08,1
KE-003507,cattle,Zebu,M,33,H00340,A08,0
KE-003508,cattle,Ayrshire cross,F,119,H00340,A08,0
KE-003509,cattle,Sahiwal,M,45,H00340,A08,0
KE-003510,cattle,Ayrshire cross,F,25,H00340,A08,0
KE-003511,cattle,Ayrshire cross,F,102,H00340,A08,0
KE-003512,cattle,Ayrshire cross,F,45,H00340,A08,1
KE-003513,cattle,Zebu,F,109,H00340,A08,0
KE-003514,cattle,Sahiwal,M,22,H00340,A08,0
KE-003515,cattle,Boran,F,32,H00340,A08,0
KE-003516,cattle,Friesian cross,M,52,H00340,A08,0
KE-003517,cattle,Ayrshire cross,M,54,H00340,A08,0
KE-003518,cattle,Sahiwal,F,20,H00340,A08,1
KE-003519,cattle,Zebu,F,74,H00340,A08,0
KE-003520,cattle,Boran,M,36,H00340,A08,1
KE-003521,cattle,Zebu,F,59,H00340,A08,1
KE-003522,cattle,Zebu,F,7,H00340,A08,0
KE-003523,cattle,Sahiwal,M,17,H00340,A08,0
KE-003524,cattle,Sahiwal,F,63,H00340,A08,1
KE-003525,cattle,Sahiwal,M,86,H00340,A08,0
KE-003526,cattle,Boran,M,36,H00340,A08,1
KE-003527,cattle,Boran,F,62,H00340,A08,1
KE-003528,cattle,Zebu,M,78,H00340,A08,1
KE-003529,cattle,Sahiwal,F,69,H00340,A08,0
KE-003530,cattle,Boran,F,80,H00340,A08,1
KE-003531,cattle,Sahiwal,F,78,H00340,A08,0
KE-003532,cattle,Zebu,M,110,H00340,A08,1
KE-003533,cattle,Sahiwal,M,87,H00340,A08,1
KE-003534,cattle,Ayrshire cross,F,36,H00341,A08,0
KE-003535,cattle,Ayrshire cross,M,114,H00341,A08,1
KE-003536,cattle,Ayrshire cross,F,66,H00341,A08,1
KE-003537,cattle,Friesian cross,F,13,H00341,A08,0
KE-003538,cattle,Ayrshire cross,M,101,H00342,A08,1
KE-003539,cattle,Zebu,F,90,H00342,A08,0
KE-003540,cattle,Friesian cross,F,64,H00342,A08,1
KE-003541,cattle,Ayrshire cross,F,36,H00342,A08,0
KE-003542,cattle,Friesian cross,F,38,H00342,A08,0
KE-003543,cattle,Ayrshire cross,F,70,H00342,A08,0
KE-003544,cattle,Friesian cross,F,31,H00342,A08,0
KE-003545,cattle,Sahiwal,M,54,H00342,A08,1
KE-003546,cattle,Friesian cross,M,76,H00343,A08,0
KE-003547,cattle,Ayrshire cross,F,22,H00343,A08,0
KE-003548,cattle,Zebu,F,77,H00343,A08,1
KE-003549,cattle,Ayrshire cross,F,95,H00343,A08,0
KE-003550,cattle,Ayrshire cross,F,106,H00343,A08,1
KE-003551,cattle,Boran,M,75,H00343,A08,1
KE-003552,cattle,Friesian cross,F,83,H00343,A08,1
KE-003553,cattle,Sahiwal,F,108,H00343,A08,1
KE-003554,cattle,Ayrshire cross,F,94,H00343,A08,0
KE-003555,cattle,Ayrshire cross,F,97,H00343,A08,0
KE-003556,cattle,Friesian cross,F,41,H00343,A08,0
KE-003557,cattle,Zebu,M,42,H00343,A08,0
KE-003558,cattle,Boran,F,102,H00343,A08,1
KE-003559,cattle,Ayrshire cross,F,107,H00343,A08,0
KE-003560,cattle,Sahiwal,F,100,H00343,A08,1
KE-003561,cattle,Boran,F,77,H00343,A08,1
KE-003562,cattle,Boran,M,72,H00344,A09,0
KE-003563,cattle,Boran,M,33,H00344,A09,0
KE-003564,cattle,Sahiwal,F,114,H00344,A09,0
KE-003565,cattle,Zebu,M,93,H00344,A09,1
KE-003566,cattle,Sahiwal,F,8,H00344,A09,1
KE-003567,cattle,Ayrshire cross,M,39,H00344,A09,1
KE-003568,cattle,Zebu,F,112,H00344,A09,0
KE-003569,cattle,Ayrshire cross,F,38,H00344,A09,0
KE-003570,cattle,Boran,F,111,H00344,A09,1
KE-003571,cattle,Friesian cross,F,114,H00344,A09,0
KE-003572,cattle,Sahiwal,F,12,H00344,A09,0
KE-003573,cattle,Sahiwal,F,68,H00344,A09,0
KE-003574,cattle,Friesian cross,M,90,H00344,A09,1
KE-003575,cattle,Zebu,F,42,H00344,A09,0
KE-003576,cattle,Ayrshire cross,M,45,H00344,A09,0
KE-003577,cattle,Zebu,M,75,H00344,A09,0
KE-003578,cattle,Sahiwal,F,60,H00344,A09,0
KE-003579,cattle,Zebu,M,35,H00344,A09,0
KE-003580,cattle,Zebu,F,20,H00344,A09,0
KE-003581,cattle,Zebu,F,110,H00344,A09,1
KE-003582,cattle,Zebu,M,52,H00344,A09,0
KE-003583,cattle,Boran,F,23,H00344,A09,0
KE-003584,cattle,Boran,F,93,H00344,A09,0
KE-003585,cattle,Ayrshire cross,F,72,H00344,A09,1
KE-003586,cattle,Friesian cross,F,48,H00344,A09,0
KE-003587,cattle,Boran,M,100,H00344,A09,1
KE-003588,cattle,Ayrshire cross,M,13,H00344,A09,0
KE-003589,cattle,Boran,M,23,H00345,A09,1
KE-003590,cattle,Boran,M,14,H00345,A09,0
KE-003591,cattle,Ayrshire cross,M,50,H00345,A09,0
KE-003592,cattle,Friesian cross,F,9,H00345,A09,1
KE-003593,cattle,Friesian cross,F,60,H00345,A09,0
KE-003594,cattle,Boran,M,27,H00345,A09,0
KE-003595,cattle,Ayrshire cross,F,107,H00345,A09,0
KE-003596,cattle,Friesian cross,F,68,H00345,A09,0
KE-003597,cattle,Ayrshire cross,F,95,H00345,A09,0
KE-003598,cattle,Ayrshire cross,F,71,H00345,A09,0
KE-003599,cattle,Zebu,F,92,H00345,A09,0
KE-003600,cattle,Ayrshire cross,M,75,H00345,A09,1
KE-003601,cattle,Ayrshire cross,F,32,H00345,A09,0
KE-003602,cattle,Sahiwal,F,57,H00345,A09,1
KE-003603,cattle,Boran,F,107,H00346,A09,0
KE-003604,cattle,Sahiwal,F,18,H00346,A09,1
KE-003605,cattle,Sahiwal,F,47,H00346,A09,1
KE-003606,cattle,Ayrshire cross,F,45,H00346,A09,0
KE-003607,cattle,Friesian cross,F,19,H00346,A09,1
KE-003608,cattle,Ayrshire cross,M,85,H00346,A09,0
KE-003609,cattle,Ayrshire cross,M,16,H00346,A09,0
KE-003610,cattle,Sahiwal,F,59,H00346,A09,0
KE-003611,cattle,Sahiwal,M,115,H00346,A09,0
KE-003612,cattle,Boran,M,75,H00346,A09,1
KE-003613,cattle,Boran,M,23,H00346,A09,1
KE-003614,cattle,Boran,F,49,H00346,A09,1
KE-003615,cattle,Ayrshire cross,F,8,H00346,A09,0
KE-003616,cattle,Boran,F,68,H00346,A09,0
KE-003617,cattle,Zebu,M,73,H00346,A09,0
KE-003618,cattle,Boran,M,6,H00346,A09,0
KE-003619,cattle,Boran,F,12,H00346,A09,0
KE-003620,cattle,Ayrshire cross,F,22,H00346,A09,1
KE-003621,cattle,Zebu,M,7,H00346,A09,0
KE-003622,cattle,Friesian cross,M,95,H00347,A09,0
KE-003623,cattle,Ayrshire cross,F,55,H00347,A09,1
KE-003624,cattle,Friesian cross,F,77,H00347,A09,0
KE-003625,cattle,Sahiwal,F,46,H00347,A09,0
KE-003626,cattle,Zebu,F,100,H00347,A09,0
KE-003627,cattle,Ayrshire cross,M,62,H00347,A09,0
KE-003628,cattle,Sahiwal,F,67,H00347,A09,1
KE-003629,cattle,Sahiwal,F,95,H00347,A09,1
KE-003630,cattle,Friesian cross,F,25,H00348,A09,0
KE-003631,cattle,Boran,M,47,H00348,A09,0
KE-003632,cattle,Sahiwal,M,44,H00348,A09,1
KE-003633,cattle,Friesian cross,F,53,H00348,A09,1
KE-003634,cattle,Ayrshire cross,F,13,H00348,A09,0
KE-003635,cattle,Sahiwal,M,67,H00348,A09,0
KE-003636,cattle,Ayrshire cross,F,77,H00348,A09,0
KE-003637,cattle,Boran,M,49,H00348,A09,0
KE-003638,cattle,Ayrshire cross,F,28,H00348,A09,0
KE-003639,cattle,Boran,F,70,H00348,A09,0
KE-003640,cattle,Sahiwal,F,97,H00348,A09,0
KE-003641,cattle,Boran,M,19,H00348,A09,1
KE-003642,cattle,Zebu,F,29,H00348,A09,0
KE-003643,cattle,Zebu,F,85,H00348,A09,1
KE-003644,cattle,Friesian cross,F,91,H00348,A09,1
KE-003645,cattle,Sahiwal,F,115,H00348,A09,0
KE-003646,cattle,Sahiwal,M,34,H00348,A09,0
KE-003647,cattle,Sahiwal,M,51,H00348,A09,0
KE-003648,cattle,Sahiwal,F,98,H00349,A09,0
KE-003649,cattle,Sahiwal,F,107,H00349,A09,1
KE-003650,cattle,Friesian cross,M,29,H00349,A09,1
KE-003651,cattle,Boran,F,38,H00349,A09,1
KE-003652,cattle,Sahiwal,F,40,H00349,A09,1
KE-003653,cattle,Friesian cross,F,119,H00349,A09,0
KE-003654,cattle,Boran,F,59,H00349,A09,1
KE-003655,cattle,Boran,F,63,H00349,A09,1
KE-003656,cattle,Ayrshire cross,F,115,H00349,A09,0
KE-003657,cattle,Boran,F,24,H00349,A09,0
KE-003658,cattle,Boran,F,36,H00349,A09,1
KE-003659,cattle,Friesian cross,M,14,H00349,A09,1
KE-003660,cattle,Zebu,F,117,H00349,A09,0
KE-003661,cattle,Friesian cross,F,48,H00349,A09,0
KE-003662,cattle,Sahiwal,F,101,H00349,A09,0
KE-003663,cattle,Ayrshire cross,F,100,H00349,A09,0
